ngQ5qSIvcQs_w,dejected,ngQ5qSIvcQs_d,"unhappy, disappointed, or without hope",,,,,,,,,,,,,,,,,,,
NOXLwMVXFu4_w,deport,NOXLwMVXFu4_d,"to force someone to leave a country, especially someone who has no legal right to be there or who has broken the law",,,,,,,,,,,,,,,,,,,
D9O50mQ7vRo_w,bestow,D9O50mQ7vRo_d,to give something as an honour.,,,,,,,,,,,,,,,,,,,
spDHZsNp4RA_w,hunch,spDHZsNp4RA_d,raise (one's shoulders) and bend the top of one's body forward.,,,,,,,,,,,,,,,,,,,
F4s2N8TarlU_w,prominent,F4s2N8TarlU_d,very well known and important,,,,,,,,,,,,,,,,,,,
vJ6-7yqLuL4_w,refrain,vJ6-7yqLuL4_d,to avoid doing or stop yourself from doing something,,,,,,,,,,,,,,,,,,,
_52T6uMp5X8_w,rapport,_52T6uMp5X8_d,A good understanding of someone and an ability to communicate well with them.,,,,,,,,,,,,,,,,,,,
9pN1y7vMnEg_w,bossy,9pN1y7vMnEg_d,A bossy person is always telling people what to do.,,,,,,,,,,,,,,,,,,,
KI9kybD4Jig_w,reconciliation,KI9kybD4Jig_d,a situation in which two people or groups of people become friendly again after they have argued,,,,,,,,,,,,,,,,,,,
qXGli6f2E14_w,dissipate,qXGli6f2E14_d,to (cause to) gradually disappear or waste,,,,,,,,,,,,,,,,,,,
ZtpWFfDRU3k_w,hike,ZtpWFfDRU3k_d,"a long walk, especially in the countryside",,,,,,,,,,,,,,,,,,,
Fwfx0nVgcFk_w,collapse,Fwfx0nVgcFk_d,to fall down suddenly because of pressure or having no strength or support,,,,,,,,,,,,,,,,,,,
SVXQA7MYbQg_w,forsake,SVXQA7MYbQg_d,"to leave someone for ever, especially when they need you",,,,,,,,,,,,,,,,,,,
C2Y-lifiGVQ_w,talent,C2Y-lifiGVQ_d,"(someone who has) a natural ability to be good at something, especially without being taught.",,,,,,,,,,,,,,,,,,,
cZsnmlgNSqY_w,transfer,cZsnmlgNSqY_d,to make something the legal property of another person,,,,,,,,,,,,,,,,,,,
jO3GFm_acBs_w,apart,jO3GFm_acBs_d,separated by a distance or by time.,,,,,,,,,,,,,,,,,,,
Jq3XIYZKLPc_w,million,Jq3XIYZKLPc_d,"the number 1,000,000",,,,,,,,,,,,,,,,,,,
9BKcG6j7LDU_w,vain,9BKcG6j7LDU_d,unsuccessful; of no value,,,,,,,,,,,,,,,,,,,
EPNiDVjb9dA_w,beyond,EPNiDVjb9dA_d,further away in the distance (than something),,,,,,,,,,,,,,,,,,,
kA8MCHBN9tE_w,unreserved - 1,kA8MCHBN9tE_d,without any doubts or feeling uncertain; total,,,,,,,,,,,,,,,,,,,
Z8hLyxzQwK4_w,query,Z8hLyxzQwK4_d,"a question, often expressing doubt about something or looking for an answer from an authority.",,,,,,,,,,,,,,,,,,,
vqZXHlFxLmA_w,cringe,vqZXHlFxLmA_d,to feel very embarrassed,,,,,,,,,,,,,,,,,,,
pmwPef49KGE_w,convivial,pmwPef49KGE_d,friendly and making you feel happy and welcome,,,,,,,,,,,,,,,,,,,
6egMMBnQUbY_w,integrate,6egMMBnQUbY_d,"to mix with and join society or a group of people, often changing to suit their way of life, habits, and customs",,,,,,,,,,,,,,,,,,,
PcQgB9TbATk_w,maintenance,PcQgB9TbATk_d,"the work needed to keep a road, building, machine, etc. in good condition.",,,,,,,,,,,,,,,,,,,
j60L0ng_gGs_w,certain,j60L0ng_gGs_d,"having no doubt or knowing exactly that something is true, or known to be true, correct, exact, or effective",,,,,,,,,,,,,,,,,,,
ekLLpYdKPsY_w,eccentric,ekLLpYdKPsY_d,"strange or unusual, sometimes in a humorous way",,,,,,,,,,,,,,,,,,,
H_ry9HoXblM_w,attempt,H_ry9HoXblM_d,"to try to do something, especially something difficult",,,,,,,,,,,,,,,,,,,
NCi0-MMvDMU_w,compare,NCi0-MMvDMU_d,to examine or look for the difference between two or more things.,,,,,,,,,,,,,,,,,,,
50Qibhk4sD0_w,preoccupied,50Qibhk4sD0_d,thinking or worrying about something too much,,,,,,,,,,,,,,,,,,,
Mt3ApRf_B8I_w,ponder,Mt3ApRf_B8I_d,"think about (something) carefully, especially before making a  decision or reaching a conclusion.",,,,,,,,,,,,,,,,,,,
cxZ0S7zefIw_w,abandon,cxZ0S7zefIw_d,"to leave a place, thing, or person, usually for ever",,,,,,,,,,,,,,,,,,,
s7OirsqV-oM_w,bunch,s7OirsqV-oM_d,a number of things of the same type fastened together or in a close group,,,,,,,,,,,,,,,,,,,
2Fq4W-J5MZw_w,abuse,2Fq4W-J5MZw_d,to use something for the wrong purpose in a way that is harmful or morally wrong,,,,,,,,,,,,,,,,,,,
BC1eDWKCSpQ_w,eclectic,BC1eDWKCSpQ_d,"Methods, beliefs, ideas, etc. that are eclectic combine whatever seem the best or most useful things from many different areas or systems, rather than following a single system",,,,,,,,,,,,,,,,,,,
ocCEVsLOjVo_w,insult,ocCEVsLOjVo_d,to say or do something to someone that is rude or offensive.,,,,,,,,,,,,,,,,,,,
8WoE12Rn2SE_w,complicated,8WoE12Rn2SE_d,"involving a lot of different parts, in a way that is difficult to understand",,,,,,,,,,,,,,,,,,,
mwgNw0telVk_w,exit,mwgNw0telVk_d,the door through which you might leave a building or large vehicle,,,,,,,,,,,,,,,,,,,
wOiOzVPmwiQ_w,accolade,wOiOzVPmwiQ_d,spraise and approval,,,,,,,,,,,,,,,,,,,
BPu7NlTLvnU_w,mere,BPu7NlTLvnU_d,used to emphasize that something is not large or important,,,,,,,,,,,,,,,,,,,
u4gQJ4QACkk_w,altruism,u4gQJ4QACkk_d,unselfish interest in the welfare of others ,,,,,,,,,,,,,,,,,,,
Jr3c4UUVf0I_w,conclude,Jr3c4UUVf0I_d,"to end a speech, meeting, or piece of writing",,,,,,,,,,,,,,,,,,,
0u6f9dxpCAI_w,minister,0u6f9dxpCAI_d,a member of the government in Britain and many other countries who is in charge of a particular department or has an important position in it,,,,,,,,,,,,,,,,,,,
NHUAhGE0cMc_w,swap,NHUAhGE0cMc_d,to give something and be given something else instead,,,,,,,,,,,,,,,,,,,
pKSDna_7WYE_w,unconditionally,pKSDna_7WYE_d,in a way that is complete and not limited in any way,,,,,,,,,,,,,,,,,,,
UjoktF-iB80_w,grinch,UjoktF-iB80_d,"a person who does not like other people celebrating or enjoying themselves, especially a person who does not like Christmas",,,,,,,,,,,,,,,,,,,
u2-wesZwy0Y_w,noise,u2-wesZwy0Y_d,"a sound or sounds, especially when it is unwanted, unpleasant, or loud ",,,,,,,,,,,,,,,,,,,
t-XEXfbVUps_w,emulate,t-XEXfbVUps_d,to copy something achieved by someone else and try to do it as well as they have,,,,,,,,,,,,,,,,,,,
_z-285qczGg_w,binge-watch,_z-285qczGg_d,"to watch several episodes (= separate parts) of a television series or programme, one after another",,,,,,,,,,,,,,,,,,,
e66CYnJ_Oxs_w,mission,e66CYnJ_Oxs_d,"an important job, especially a military one, that someone is sent somewhere to do",,,,,,,,,,,,,,,,,,,
xhDEUCqqW9s_w,customer,xhDEUCqqW9s_d,a person who buys goods or a service,,,,,,,,,,,,,,,,,,,
N6jpL7uibFI_w,inspire,N6jpL7uibFI_d,to make someone feel that they want to do something and can do it,,,,,,,,,,,,,,,,,,,
Ub7UcPJ2hLI_w,anarchy,Ub7UcPJ2hLI_d,The absence of government or control in a society. ,,,,,,,,,,,,,,,,,,,
WkIcB2CD204_w,aerobics,WkIcB2CD204_d,"energetic physical exercises, often performed with a group of people to music, that make the heart, lungs, and muscles stronger and increase the amount of oxygen in the blood",,,,,,,,,,,,,,,,,,,
TDZ2Y6Du8Hg_w,quest,TDZ2Y6Du8Hg_d,"a long search for something that is difficult to find, or an attempt to achieve something difficult",,,,,,,,,,,,,,,,,,,
y3r4z0Pl-Fs_w,fetching,y3r4z0Pl-Fs_d,A fetching person or piece of clothing is attractive,,,,,,,,,,,,,,,,,,,
WxvaqYD62e4_w,kindred,WxvaqYD62e4_d,similar or related,,,,,,,,,,,,,,,,,,,
TcnFkuXDCIE_w,dishevelled,TcnFkuXDCIE_d,(of people or their appearance) very untidy,,,,,,,,,,,,,,,,,,,
Qm_K7rawb5E_w,outstanding,Qm_K7rawb5E_d,clearly very much better than what is usual,,,,,,,,,,,,,,,,,,,
Ma9iyrOrJA0_w,settle down,Ma9iyrOrJA0_d,"to start living in a place where you intend to stay for a long time, usually with your partner.",,,,,,,,,,,,,,,,,,,
z9dv8_dss7E_w,zealot,z9dv8_dss7E_d,"a person who has very strong opinions about something, and tries to make other people have them too",,,,,,,,,,,,,,,,,,,
z9dv8_dss7E_w,zealot,z9dv8_dss7E_e1,"He was forceful, but by no means a zealot.",,,,,,,,,,,,,,,,,,,
z9dv8_dss7E_w,zealot,z9dv8_dss7E_w,zealot,,,,,,,,,,,,,,,,,,,
bb3WuX4Mqo4_w,proficient,bb3WuX4Mqo4_d,skilled and experienced,,,,,,,,,,,,,,,,,,,
3TOhOciY-v8_w,abduct,3TOhOciY-v8_d,"to force someone to go somewhere with you, often using threats or violence.",,,,,,,,,,,,,,,,,,,
Vov3R-v7roU_w,enhance,Vov3R-v7roU_d,"to improve the quality, amount, or strength of something",,,,,,,,,,,,,,,,,,,
PV4FwYxTHwo_w,wry,PV4FwYxTHwo_d,Showing that you find a bad or difficult situation slightly funny.,,,,,,,,,,,,,,,,,,,
tatHTjuxlgM_w,laud,tatHTjuxlgM_d,to praise someone or something,,,,,,,,,,,,,,,,,,,
pFobpDoNLnM_w,impatient,pFobpDoNLnM_d,easily annoyed by someone's mistakes or. because you have to wait,,,,,,,,,,,,,,,,,,,
2LUrrdA633g_w,predict,2LUrrdA633g_d,"to say that an event or action will happen in the future, especially as a result of knowledge or experience",,,,,,,,,,,,,,,,,,,
azo6kLMV32E_w,nobody,azo6kLMV32E_d,not anyone ,,,,,,,,,,,,,,,,,,,
F6VCtv2uMzY_w,raconteur,F6VCtv2uMzY_d,someone who tells funny or interesting stories,,,,,,,,,,,,,,,,,,,
a-tA9XP1DTQ_w,imitate,a-tA9XP1DTQ_d,"to copy someone's speech or behavior, or to copy something as a model",,,,,,,,,,,,,,,,,,,
s3zBxbzJNkg_w,charity,s3zBxbzJNkg_d,"the giving of money, food, or help to those who need it, or an organization that does this",,,,,,,,,,,,,,,,,,,
bZVGRZcLzJE_w,engaged,bZVGRZcLzJE_d,to be engaged to someone ,,,,,,,,,,,,,,,,,,,
iLsdj7Jf6MQ_w,succumb,iLsdj7Jf6MQ_d,to lose the determination to oppose something; to accept defeat,,,,,,,,,,,,,,,,,,,
MzNbsy0wdM0_w,nerve,MzNbsy0wdM0_d,"a group of long, thin fibres (= structures like threads) that carry information or instructions between the brain and other parts of the body ",,,,,,,,,,,,,,,,,,,
69Vvb09Sq5U_w,emanate - 1,69Vvb09Sq5U_d,to express a quality or feeling through the way that you look and behave,,,,,,,,,,,,,,,,,,,
2_qktKmVcNQ_w,savvy,2_qktKmVcNQ_d,having or showing practical knowledge and experience,,,,,,,,,,,,,,,,,,,
6qJDRpoe_Yc_w,witty,6qJDRpoe_Yc_d,using words in a clever and funny way,,,,,,,,,,,,,,,,,,,
1TqHCiBoJMs_w,obtain,1TqHCiBoJMs_d,"to get something, especially by asking for it, buying it, working for it, or producing it from something else",,,,,,,,,,,,,,,,,,,
OjdtxDlr1-Y_w,underdog - 1,OjdtxDlr1-Y_d,"a person or group of people with less power, money, etc. than the rest of society",,,,,,,,,,,,,,,,,,,
mR2b0PyRTN8_w,seasoning,mR2b0PyRTN8_d,"a substance, especially salt or pepper, that is added to food to improve its flavour",,,,,,,,,,,,,,,,,,,
r-ROZtYJq7A_w,disciplinary,r-ROZtYJq7A_d,Disciplinary bodies or actions are concerned with making sure that people obey rules or regulations and that they are punished if they do not. ,,,,,,,,,,,,,,,,,,,
aIpcJDHHlWo_w,anthology,aIpcJDHHlWo_d,A collection of poems of stories ,,,,,,,,,,,,,,,,,,,
eMuNhD-cV_o_w,mental,eMuNhD-cV_o_d,"relating to the mind, or involving the process of thinking",,,,,,,,,,,,,,,,,,,
KiOQbd1JaDg_w,pick out,KiOQbd1JaDg_d,"to choose, find, or recognize something or someone in a group",,,,,,,,,,,,,,,,,,,
ilnQNJFBNao_w,revoke,ilnQNJFBNao_d,"officially cancel (a decree, decision, or promise).",,,,,,,,,,,,,,,,,,,
72lco2u92iQ_w,exhibition,72lco2u92iQ_d,"an event at which objects such as paintings are shown to the public, a situation in which someone shows a particular skill or quality to the public, or the act of showing these things",,,,,,,,,,,,,,,,,,,
6mb7FlpNvFY_w,deduction,6mb7FlpNvFY_d,the calculation of taking an amount or a part of something away from a total or the amount that is taken away,,,,,,,,,,,,,,,,,,,
Hz_bFjlgUQw_w,debate,Hz_bFjlgUQw_d,Serious discussion of a subject in which many people take part ,,,,,,,,,,,,,,,,,,,
brsHudT88m0_w,perpetual,brsHudT88m0_d,continuing for ever in the same way.,,,,,,,,,,,,,,,,,,,
SuAbKSNQQVI_w,arbitrary,SuAbKSNQQVI_d,based on chance rather than being planned or based on reason,,,,,,,,,,,,,,,,,,,
WA9EuH-2ejw_w,strive,WA9EuH-2ejw_d,"to try very hard to do something or to make something happen, especially for a long time or against difficulties",,,,,,,,,,,,,,,,,,,
KAAJ7HSglDA_w,abysmal,KAAJ7HSglDA_d,very bad,,,,,,,,,,,,,,,,,,,
yAGtGxfc6fs_w,newfangled,yAGtGxfc6fs_d,"recently made for the first time, but not always an improvement on what existed before",,,,,,,,,,,,,,,,,,,
h8-4K-hPOW8_w,discussion,h8-4K-hPOW8_d,the act of talking about something with other people and telling them your ideas or opinions.,,,,,,,,,,,,,,,,,,,
neqDSQkiVI0_w,stan,neqDSQkiVI0_d,"to greatly admire a singer or other famous person, to an extent that is unusual",,,,,,,,,,,,,,,,,,,
ci_iGsLDZ9w_w,foremost,ci_iGsLDZ9w_d,Most important or best; leading,,,,,,,,,,,,,,,,,,,
4QYv6IFjNbQ_w,underestimate - 1,4QYv6IFjNbQ_d,"to fail to guess or understand the real cost, size, difficulty, etc. of something",,,,,,,,,,,,,,,,,,,
ICg_JsFuHVs_w,elucidate,ICg_JsFuHVs_d,to explain something or make something clear,,,,,,,,,,,,,,,,,,,
w_xCnJVyPYA_w,punish,w_xCnJVyPYA_d,"to cause someone who has done something wrong or committed a crime to suffer, by hurting them, forcing them to pay money, sending them to prison, etc.",,,,,,,,,,,,,,,,,,,
DEqpFLzcLXY_w,require,DEqpFLzcLXY_d,"to need something, or to make something necessary",,,,,,,,,,,,,,,,,,,
V7Dzze8q88I_w,wholeheartedly,V7Dzze8q88I_d,in a way that is completely enthusiastic and without any doubt ,,,,,,,,,,,,,,,,,,,
jE5xC_IBFVM_w,twitchy,jE5xC_IBFVM_d,"nervous and worried, sometimes showing this through sudden movements or movements that do not appear smooth or relaxed.",,,,,,,,,,,,,,,,,,,
JHTL19FXRDs_w,stunned,JHTL19FXRDs_d,very shocked or surprised,,,,,,,,,,,,,,,,,,,
rDWLER4CzbI_w,tenable,rDWLER4CzbI_d,(of an opinion or position) able to be defended successfully or held for a particular period of time,,,,,,,,,,,,,,,,,,,
4BiIL375NuQ_w,depend on,4BiIL375NuQ_d,"to trust someone or something and know that that person or thing will help you or do what you want or expect him, her, or it to do",,,,,,,,,,,,,,,,,,,
CYCMCwZN_vc_w,ankle,CYCMCwZN_vc_d,"the joint (= place where two bones are connected) between the foot and the leg, or the thin part of the leg just above the foot",,,,,,,,,,,,,,,,,,,
NAFwB3S525c_w,emanate - 2,NAFwB3S525c_d,to come from or out of  ,,,,,,,,,,,,,,,,,,,
q7Pv3BNT4bI_w,persuade,q7Pv3BNT4bI_d,to make someone do or believe something by giving them a good reason to do it or by talking to that person and making them believe it,,,,,,,,,,,,,,,,,,,
U7QdFuJZyho_w,answer back,U7QdFuJZyho_d,to reply rudely to someone in authority.,,,,,,,,,,,,,,,,,,,
Ihhwph3nCnI_w,urge,Ihhwph3nCnI_d,"a strong wish, especially one that is difficult or impossible to control",,,,,,,,,,,,,,,,,,,
oCXHxL16lGg_w,dearth,oCXHxL16lGg_d,an amount or supply that is not large enough,,,,,,,,,,,,,,,,,,,
SUP1FI1-y7A_w,enrol,SUP1FI1-y7A_d,"to put yourself or someone else onto the official list of members of a course, college, or group",,,,,,,,,,,,,,,,,,,
OaP4MPsTaPI_w,whole,OaP4MPsTaPI_d,all of; entire.,,,,,,,,,,,,,,,,,,,
DqMYRnRJ94E_w,survive,DqMYRnRJ94E_d,"to continue to live or exist, especially after coming close to dying or being destroyed or after being in a difficult or threatening situation.",,,,,,,,,,,,,,,,,,,
Q26Pd5kro4c_w,stumble,Q26Pd5kro4c_d,to step awkwardly while walking or running and fall or begin to fall,,,,,,,,,,,,,,,,,,,
DNxiR9b7OOk_w,anger,DNxiR9b7OOk_d,a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,,,,,,,,,,,,,,,,,,,
oGNdvacriUo_w,remove,oGNdvacriUo_d,take (something) away or off from the position occupied.,,,,,,,,,,,,,,,,,,,
pIMJHKULH9U_w,taunt,pIMJHKULH9U_d,"to intentionally annoy and upset someone by making unkind remarks to them, laughing unkindly at them, etc.",,,,,,,,,,,,,,,,,,,
SlQBTWvnHCI_w,advocate,SlQBTWvnHCI_d,"to publicly support or suggest an idea, development, or way of doing something",,,,,,,,,,,,,,,,,,,
wSC4sek05uo_w,outspoken,wSC4sek05uo_d,expressing strong opinions very directly without worrying if other people are offended,,,,,,,,,,,,,,,,,,,
ZEZpV4qEQDw_w,resemble,ZEZpV4qEQDw_d,to look like or be like someone or something.,,,,,,,,,,,,,,,,,,,
iG66ukXl8o0_w,honour,iG66ukXl8o0_d,"to show great respect for someone or something, especially in public",,,,,,,,,,,,,,,,,,,
c-mirXvUBoI_w,influence,c-mirXvUBoI_d,Influence is the power to make other people agree with your opinions or do what you want.,,,,,,,,,,,,,,,,,,,
UA5mAv1SmAY_w,absorb,UA5mAv1SmAY_d,"to take something in, especially gradually",,,,,,,,,,,,,,,,,,,
2rrQeCAecbU_w,confine,2rrQeCAecbU_d,"to limit an activity, person, or problem in some way",,,,,,,,,,,,,,,,,,,
UW-QMm1pIsg_w,autonomous,UW-QMm1pIsg_d,(An organization) having the freedom to govern itself or control its own affairs.,,,,,,,,,,,,,,,,,,,
bGqx2eKgdB0_w,mellow,bGqx2eKgdB0_d,"smooth and soft, or not too sharp, bright, new, or rough",,,,,,,,,,,,,,,,,,,
LGGt1vquKd4_w,grumpy,LGGt1vquKd4_d,easily annoyed and complaining,,,,,,,,,,,,,,,,,,,
6DqUWmPTkHI_w,leave,6DqUWmPTkHI_d,"to go away from someone or something, for a short time or permanently",,,,,,,,,,,,,,,,,,,
429wv1kvK_c_w,sprinkle,429wv1kvK_c_d,to drop a few pieces or drops of something over a surface,,,,,,,,,,,,,,,,,,,
_bKPoTpqCjI_w,outpouring,_bKPoTpqCjI_d,an expression of strong feeling that is difficult to control,,,,,,,,,,,,,,,,,,,
g-MCCzbZUJ4_w,snicker,g-MCCzbZUJ4_d,to laugh at someone or something in a silly and often unkind way,,,,,,,,,,,,,,,,,,,
1A_qjxuOGNg_w,qulam,1A_qjxuOGNg_d,an uncomfortable feeling when you doubt if you are doing the right thing,,,,,,,,,,,,,,,,,,,
kJA8CfMH3Kg_w,emphasize,kJA8CfMH3Kg_d,to show that something is very important or worth giving attention to,,,,,,,,,,,,,,,,,,,
Yf5qwMvpGs0_w,interface,Yf5qwMvpGs0_d,"a connection between two pieces of electronic equipment, or between a person and a computer",,,,,,,,,,,,,,,,,,,
ktRQjBfCn-U_w,meditation,ktRQjBfCn-U_d,"Meditation is the act of remaining in a silent and calm state for a period of time, so that you are more able to deal with the problems of everyday life.",,,,,,,,,,,,,,,,,,,
Kiokngu9sGI_w,immovable,Kiokngu9sGI_d,fixed in place and impossible to move.,,,,,,,,,,,,,,,,,,,
9OAMotf4jFE_w,manufacturer,9OAMotf4jFE_d,a company that produces goods in large numbers,,,,,,,,,,,,,,,,,,,
dokyT_rJn0o_w,snuggle,dokyT_rJn0o_d,"to move yourself into a warm and comfortable position, especially one in which your body is against another person or covered by something",,,,,,,,,,,,,,,,,,,
Gfl5msAbkjk_w,heed,Gfl5msAbkjk_d,"to pay attention to something, especially advice or a warning",,,,,,,,,,,,,,,,,,,
IK7897iu8Yw_w,report,IK7897iu8Yw_d,to give a description of something or information about it to someone,,,,,,,,,,,,,,,,,,,
qFQQdsa_uhI_w,fortune,qFQQdsa_uhI_d,"a large amount of money, goods, property, etc.",,,,,,,,,,,,,,,,,,,
rxmpCLFOEbk_w,mourn,rxmpCLFOEbk_d,,,,,,,,,,,,,,,,,,,,
W1aowPLRU_U_w,behaviour,W1aowPLRU_U_d,the way that someone behaves,,,,,,,,,,,,,,,,,,,
MF29ZLOnNHc_w,racism,MF29ZLOnNHc_d,"policies, behaviours, rules, etc. that result in a continued unfair advantage to some people and unfair or harmful treatment of others based on race ",,,,,,,,,,,,,,,,,,,
FmWH_7DnOAo_w,chillax,FmWH_7DnOAo_d,to become calm and relax,,,,,,,,,,,,,,,,,,,
DB9Z1FczZoM_w,retain,DB9Z1FczZoM_d,to keep or continue to have something,,,,,,,,,,,,,,,,,,,
6sFJreYzn1c_w,persecutions,6sFJreYzn1c_d,They left the country out of fear of persecution.,,,,,,,,,,,,,,,,,,,
wOz6mUwMyeY_w,efface,wOz6mUwMyeY_d, to remove something intentionally,,,,,,,,,,,,,,,,,,,
3mMDY-zHiH8_w,ooze,3mMDY-zHiH8_d,"to flow slowly out of something through a small opening, or to slowly produce a thick sticky liquid",,,,,,,,,,,,,,,,,,,
pB3y-OgdVc4_w,initiate,pB3y-OgdVc4_d,to cause something to begin ,,,,,,,,,,,,,,,,,,,
YuvVH90llzw_w,misgiving,YuvVH90llzw_d,a feeling of doubt or worry about a future event,,,,,,,,,,,,,,,,,,,
VFVKBO9I0TA_w,alter,VFVKBO9I0TA_d,"to change something, usually slightly, or to cause the characteristics of something to change",,,,,,,,,,,,,,,,,,,
AjXeuvRxnL0_w,the wherewithal,AjXeuvRxnL0_d,the money necessary for a particular purpose,,,,,,,,,,,,,,,,,,,
eiL5yM0oUqc_w,eloquence,eiL5yM0oUqc_d,"the quality of delivering a clear, strong message",,,,,,,,,,,,,,,,,,,
Sq5AE3j8CQY_w,negotiation,Sq5AE3j8CQY_d,"the process of discussing something with someone in order to reach an agreement with them, or the discussions themselves",,,,,,,,,,,,,,,,,,,
fhND7fBEQZo_w,bulk,fhND7fBEQZo_d,something or someone that is very large.,,,,,,,,,,,,,,,,,,,
Xfo1PMZRuQM_w,regard,Xfo1PMZRuQM_d,to consider or have an opinion about something or someone                                                                                                      ,,,,,,,,,,,,,,,,,,,
6MxCP_583q8_w,ancient,6MxCP_583q8_d,"of or from a long time ago, having lasted for a very long time",,,,,,,,,,,,,,,,,,,
lcEDzDxpGvU_w,assist,lcEDzDxpGvU_d,to help,,,,,,,,,,,,,,,,,,,
HYuXJFqNOtk_w,release,HYuXJFqNOtk_d,to give freedom or free movement to someone or something,,,,,,,,,,,,,,,,,,,
qKlS0wqBfdk_w,discern,qKlS0wqBfdk_d,"to see, recognize, or understand something that is not clear",,,,,,,,,,,,,,,,,,,
h3gikil15a4_w,neighborhood,h3gikil15a4_d,"the area of a town that surrounds someone's home, or the people who live in this area",,,,,,,,,,,,,,,,,,,
1k-AsMjTZbI_w,action,1k-AsMjTZbI_d,"the process of doing something, especially when dealing with a problem or difficulty",,,,,,,,,,,,,,,,,,,
DvcwO5iqUlA_w,whisper,DvcwO5iqUlA_d,"to speak very quietly, using the breath but not the voice, so that only the person close to you can hear you",,,,,,,,,,,,,,,,,,,
eMWPveqzDsE_w,construed,eMWPveqzDsE_d,to understand the meaning of something in a particular way,,,,,,,,,,,,,,,,,,,
Dt9aqWLkAnI_w,belong to,Dt9aqWLkAnI_d,to be someone's property,,,,,,,,,,,,,,,,,,,
jkNrqIsk3v0_w,summon,jkNrqIsk3v0_d,"to order someone to come to or be present at a particular place, or to officially arrange a meeting of people",,,,,,,,,,,,,,,,,,,
Miy-F4TYnso_w,agency,Miy-F4TYnso_d,a business that represents one group of people when dealing with another group,,,,,,,,,,,,,,,,,,,
pWXcMusN_mw_w,duplicate,pWXcMusN_mw_d,to make an exact copy of something,,,,,,,,,,,,,,,,,,,
QIeft8689iA_w,agitate,QIeft8689iA_d,"to argue forcefully, especially in public, in order to achieve a particular type of change",,,,,,,,,,,,,,,,,,,
0WtA2tG2DYA_w,tact,0WtA2tG2DYA_d,the ability to say or do the right thing without making anyone unhappy or angry,,,,,,,,,,,,,,,,,,,
BWpU3Ya3iJo_w,metal,BWpU3Ya3iJo_d,"a chemical element, such as iron or gold, or a mixture of such elements, such as steel, that is generally hard and strong, and through which electricity and heat can travel",,,,,,,,,,,,,,,,,,,
QMUp3oPcLB8_w,dribble,QMUp3oPcLB8_d,The water was barely dribbling out of the tap.,,,,,,,,,,,,,,,,,,,
n-9gQsRj0kY_w,via - 1,n-9gQsRj0kY_d,going through or stopping at a place on the way to another place,,,,,,,,,,,,,,,,,,,
Opb1diw9DCg_w,garrulous,Opb1diw9DCg_d,"having the habit of talking a lot, especially about things that are not important",,,,,,,,,,,,,,,,,,,
6nwBq3QX9J0_w,inestimable,6nwBq3QX9J0_d,"extremely great, or too great to be described or expressed exactly",,,,,,,,,,,,,,,,,,,
BsarjXadUR0_w,laugh at,BsarjXadUR0_d,to show that you think someone or something is stupid.,,,,,,,,,,,,,,,,,,,
gAyLOpZm3zc_w,bargain,gAyLOpZm3zc_d,something on sale at a lower price than its true value.,,,,,,,,,,,,,,,,,,,
7S-pRkbzQ1I_w,nick,7S-pRkbzQ1I_d,to steal something  pinch,,,,,,,,,,,,,,,,,,,
BH7-iBjng_8_w,underestimate - 2,BH7-iBjng_8_d,"to fail to understand how strong, skillful, intelligent, or determined someone, especially a competitor, is",,,,,,,,,,,,,,,,,,,
veDy2PmkmFU_w,component,veDy2PmkmFU_d,"one of the parts of a system, process, or machine.",,,,,,,,,,,,,,,,,,,
SZa4F8UXb5I_w,phenomenal,SZa4F8UXb5I_d,unusually great; much more or much better.,,,,,,,,,,,,,,,,,,,
0EaLX2t1wPU_w,rapid,0EaLX2t1wPU_d,fast or sudden.,,,,,,,,,,,,,,,,,,,
W0LkToF-EPw_w,swamp,W0LkToF-EPw_d,"to have too many of something, or give someone too much to do.",,,,,,,,,,,,,,,,,,,
ii0pewO8jNI_w,surreptitious,ii0pewO8jNI_d,"done secretly, without anyone seeing or knowing",,,,,,,,,,,,,,,,,,,
vlRgT4SgD_s_w,ambiguous,vlRgT4SgD_s_d,"Having more than one meaning and, so, is unclear",,,,,,,,,,,,,,,,,,,
OkXcKTEeDrA_w,avenue,OkXcKTEeDrA_d,"a wide road with trees or tall buildings on both sides, or a wide country path or road with trees on both sides",,,,,,,,,,,,,,,,,,,
ojXO5l3LfoM_w,approximately,ojXO5l3LfoM_d,close to a particular number or time although not exactly that number or time.,,,,,,,,,,,,,,,,,,,
mtVcZlcW_sg_w,atrocious,mtVcZlcW_sg_d,of very bad quality,,,,,,,,,,,,,,,,,,,
uhg87vE3L0k_w,mannerly ,uhg87vE3L0k_d,well-mannered; polite.,,,,,,,,,,,,,,,,,,,
uVSqiNJCpLc_w,nominate,uVSqiNJCpLc_d,"to officially suggest someone for an election, job, position, or honour ",,,,,,,,,,,,,,,,,,,
yCHXjHNktm0_w,giggle,yCHXjHNktm0_d,"to laugh repeatedly in a quiet but uncontrolled way, often at something silly or rude or when you are nervous",,,,,,,,,,,,,,,,,,,
2A5tpFkt8ic_w,exult,2A5tpFkt8ic_d,"to express great pleasure or happiness, especially at someone else's defeat or failure",,,,,,,,,,,,,,,,,,,
